CODE;NAME;PLATFORM;YEAR;GENRE;PUBLISHER
852;Mortal Kombat vs. DC Universe;PS3;2008;Fighting;Midway Games
858;Battlefield 4;XOne;2013;Shooter;Electronic Arts
859;Resident Evil 6;X360;2012;Shooter;Capcom
860;Dragon Age: Inquisition;PS4;2014;Role-Playing;Electronic Arts
862;Spyro: Enter the Dragonfly;PS2;2002;Platform;Universal Interactive
864;Devil May Cry 2;PS2;2003;Action;Capcom
865;Burnout Paradise;PS3;2008;Racing;Electronic Arts
867;BioShock Infinite;X360;2013;Shooter;Take-Two Interactive
872;Tom Clancy's Rainbow Six: Vegas;X360;2006;Shooter;Ubisoft
873;Destiny;X360;2014;Shooter;Activision
874;Crash Nitro Kart;PS2;2003;Racing;Vivendi Games
875;Grand Theft Auto: San Andreas;XB;2005;Action;Take-Two Interactive
877;NBA Street Vol. 2;PS2;2003;Sports;Electronic Arts
878;Def Jam Vendetta;PS2;2003;Fighting;Electronic Arts
879;FIFA Soccer 09;X360;2008;Sports;Electronic Arts
883;Dragon Ball Z: Budokai 3;PS2;2004;Fighting;Atari
885;Tom Clancy's Ghost Recon;PS2;2002;Shooter;Ubisoft
886;X-Men Legends;PS2;2004;Role-Playing;Activision
887;Batman: Arkham Origins;X360;2013;Action;Warner Bros. Interactive Entertainment
888;Guitar Hero: World Tour;PS3;2008;Misc;Activision
892;Mortal Kombat vs. DC Universe;X360;2008;Fighting;Midway Games
893;Watch Dogs;PS3;2014;Action;Ubisoft
895;Tomb Raider (2013);X360;2013;Action;Square Enix
897;Need for Speed: Shift;X360;2009;Racing;Electronic Arts
899;Red Faction;PS2;2001;Shooter;THQ
901;MX Unleashed;PS2;2004;Racing;THQ
907;Destiny: The Taken King;PS4;2015;Shooter;Activision
910;Max Payne 3;PS3;2012;Shooter;Take-Two Interactive
911;Need for Speed Rivals;PS4;2013;Racing;Electronic Arts
912;Madden NFL 09;PS3;2008;Sports;Electronic Arts
914;Ratchet & Clank Future: A Crack in Time;PS3;2009;Platform;Sony Computer Entertainment
916;Mortal Kombat: Deception;PS2;2004;Fighting;Midway Games
918;Medal of Honor: European Assault (All Region sales);PS2;2005;Shooter;Electronic Arts
920;High School Musical: Sing It!;PS2;2007;Misc;Disney Interactive Studios
923;Dynasty Warriors 3;PS2;2001;Action;THQ
926;Madden NFL 06;XB;2005;Sports;Electronic Arts
927;Shrek 2;PS2;2004;Platform;Activision
930;SingStar;PS2;2004;Misc;Sony Computer Entertainment
931;LittleBigPlanet 3;PS4;2014;Platform;Sony Computer Entertainment
932;NBA Live 2002;PS2;2001;Sports;Electronic Arts
937;Jak 3;PS2;2004;Platform;Sony Computer Entertainment
941;inFAMOUS 2;PS3;2011;Action;Sony Computer Entertainment
942;Gran Turismo Concept 2001 Tokyo;PS2;2001;Racing;Unknown
943;Demon's Souls;PS3;2009;Role-Playing;Namco Bandai Games
944;NCAA Football 06;PS2;2005;Sports;Electronic Arts
949;Just Cause 3;PS4;2015;Action;Square Enix
951;The Orange Box;X360;2007;Shooter;Electronic Arts
955;Namco Museum;PS2;2001;Misc;Namco Bandai Games
959;The Evil Within;PS4;2014;Action;Bethesda Softworks
960;DDRMAX2: Dance Dance Revolution;PS2;2003;Simulation;Konami Digital Entertainment
962;Virtua Fighter 4;PS2;2002;Fighting;Sega
963;Sly 2: Band of Thieves;PS2;2004;Platform;Sony Computer Entertainment
964;Guitar Hero: World Tour;PS2;2008;Misc;Activision
966;Madden NFL 07;X360;2006;Sports;Electronic Arts
967;NBA 2K11;PS3;2010;Action;Take-Two Interactive
969;Call of Duty: Black Ops 3;PS3;2015;Shooter;Activision
971;Beyond: Two Souls;PS3;2013;Adventure;Sony Computer Entertainment
972;Kinect Star Wars;X360;2012;Action;Microsoft Game Studios
973;Midnight Club II;PS2;2003;Racing;Take-Two Interactive
976;The Getaway: Black Monday;PS2;2004;Action;Sony Computer Entertainment
978;Just Cause 2;PS3;2010;Action;Square Enix
979;Dragon's Dogma;PS3;2012;Role-Playing;Capcom
981;50 Cent: Bulletproof;PS2;2005;Action;Vivendi Games
984;Madden NFL 25;PS3;2013;Sports;Electronic Arts
987;Dead or Alive 3;XB;2001;Fighting;Microsoft Game Studios
988;UFC 2009 Undisputed;PS3;2009;Fighting;THQ
991;The SpongeBob SquarePants Movie;PS2;2004;Platform;THQ
995;Def Jam: Fight for NY;PS2;2004;Fighting;Electronic Arts
996;Tom Clancy's Ghost Recon;XB;2002;Shooter;Ubisoft
997;State of Emergency;PS2;2002;Action;Take-Two Interactive
998;BioShock Infinite;PS3;2013;Shooter;Take-Two Interactive
999;Hitman: Absolution;X360;2012;Action;Square Enix
1001;Call of Duty: Black Ops 3;X360;2015;Shooter;Activision
1002;The Urbz: Sims in the City;PS2;2004;Simulation;Electronic Arts
1003;FIFA Soccer 08;PS3;2007;Sports;Electronic Arts
1004;Star Wars: Starfighter;PS2;2001;Simulation;Activision
1006;Kingdom Hearts;PS3;2013;Role-Playing;Square Enix
1007;Star Wars: Battlefront;XB;2004;Shooter;Activision
1008;Pro Evolution Soccer;PS2;2001;Sports;Konami Digital Entertainment
1009;Crackdown;X360;2007;Shooter;Microsoft Game Studios
1014;Dance Dance Revolution X;PS2;2008;Simulation;Konami Digital Entertainment
1017;Xenosaga Episode I: Der Wille zur Macht;PS2;2002;Role-Playing;Namco Bandai Games
1018;Portal 2;PS3;2011;Shooter;Valve
1020;Forza Motorsport 6;XOne;2015;Racing;Microsoft Game Studios
1024;Diablo III;PS4;2014;Role-Playing;Activision
1026;Destiny;PS3;2014;Shooter;Activision
1027;SSX Tricky;PS2;2001;Sports;Electronic Arts
1028;Overwatch;PS4;2016;Shooter;Activision
1033;Dishonored;X360;2012;Action;Bethesda Softworks
1034;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;2003;Action;Take-Two Interactive
1035;The Order: 1886;PS4;2015;Shooter;Sony Computer Entertainment
1036;The Elder Scrolls Online;PS4;2015;Role-Playing;Bethesda Softworks
1037;Call of Duty: World at War Final Fronts;PS2;2008;Shooter;Activision
1040;Madden NFL 2005;XB;2004;Sports;Electronic Arts
1041;Star Ocean: Till The End of Time;PS2;2003;Role-Playing;Ubisoft
1046;Ace Combat 5: The Unsung War;PS2;2004;Simulation;Sony Computer Entertainment Europe
1047;Need for Speed Underground;XB;2003;Racing;Electronic Arts
1051;The Crew;PS4;2014;Racing;Ubisoft
1052;FIFA Soccer 10;PS2;2009;Sports;Electronic Arts
1058;NCAA Football 07;PS2;2006;Sports;Electronic Arts
1059;SOCOM 3: U.S. Navy SEALs;PS2;2005;Shooter;Sony Computer Entertainment
1060;NBA 2K15;XOne;2014;Sports;Take-Two Interactive
1061;Saints Row 2;PS3;2008;Action;THQ
1062;Saints Row IV;X360;2013;Action;Deep Silver
1064;Dragon Age: Origins;PS3;2009;Role-Playing;Electronic Arts
1065;FIFA 16;X360;2015;Sports;Electronic Arts
1069;Need For Speed: Undercover;X360;2008;Racing;Electronic Arts
1075;World Championship Poker: Featuring Howard Lederer - All In;PS2;2006;Misc;Oxygen Interactive
1077;LEGO Batman 2: DC Super Heroes;X360;2012;Action;Warner Bros. Interactive Entertainment
1085;SSX 3;PS2;2003;Sports;Electronic Arts
1088;Fight Night Round 3;PS3;2006;Fighting;Electronic Arts
1089;Knack;PS4;2013;Platform;Sony Computer Entertainment Europe
1090;Star Wars: Battlefront II;XB;2005;Shooter;Activision
1095;PGR: Project Gotham Racing 2;XB;2003;Racing;Microsoft Game Studios
1096;Spy Hunter;PS2;2001;Racing;Midway Games
1097;NCAA Football 2004;PS2;2003;Sports;Electronic Arts
1098;SpongeBob SquarePants: Battle for Bikini Bottom;PS2;2003;Platform;THQ
1099;Dying Light;PS4;2015;Action;Warner Bros. Interactive Entertainment
1100;Heavenly Sword;PS3;2007;Action;Sony Computer Entertainment
1102;SSX;PS2;2000;Sports;Electronic Arts
1103;Max Payne 3;X360;2012;Shooter;Take-Two Interactive
1104;NBA Ballers;PS2;2004;Sports;Midway Games
1105;Need for Speed Carbon;X360;2006;Racing;Electronic Arts
1106;NBA Live 2003;PS2;2002;Sports;Electronic Arts
1107;Dragon Ball Z: Budokai Tenkaichi;PS2;2005;Fighting;Atari
1112;Dragon Quest V: Tenkuu no Hanayome;PS2;2004;Role-Playing;Enix Corporation
1113;Army of Two;X360;2008;Shooter;Electronic Arts
1120;Tiger Woods PGA Tour 2003;PS2;2002;Sports;Electronic Arts
1121;NBA Live 06 (All region sales);PS2;2005;Sports;Electronic Arts
1122;Prince of Persia: Warrior Within;PS2;2004;Action;Ubisoft
1123;Kinectimals;X360;2010;Simulation;Microsoft Game Studios
1124;Until Dawn;PS4;2015;Adventure;Sony Computer Entertainment Europe
1125;ESPN NFL 2K5;XB;2004;Sports;Sega
1126;Viva Pinata;X360;2006;Simulation;Microsoft Game Studios
1129;Sonic Generations;PS3;2011;Platform;Sega
1130;Tiger Woods PGA Tour 2004;PS2;2003;Sports;Electronic Arts
1132;NBA 2K15;X360;2014;Sports;Take-Two Interactive
1133;NCAA Football 2005;PS2;2004;Sports;Electronic Arts
1134;Just Cause 2;X360;2010;Action;Square Enix
1136;Tony Hawk's American Wasteland (Old all region sales);PS2;2005;Sports;Activision
1137;Rage;X360;2011;Shooter;Bethesda Softworks
1142;NFL Street 2;PS2;2004;Sports;Electronic Arts
1143;Gears of War: Judgment;X360;2013;Shooter;Microsoft Game Studios
1147;Buzz! The Music Quiz;PS2;2005;Misc;Sony Computer Entertainment
1149;Far Cry 4;XOne;2014;Shooter;Ubisoft
1152;Dollar Dash;PS2;2005;Action;Take-Two Interactive
1153;Far Cry 2;X360;2008;Action;Ubisoft
1158;No Man's Sky;PS4;2016;Action;Hello Games
1160;ESPN NBA 2K5;PS2;2004;Sports;Global Star
1164;Devil May Cry 4;PS3;2008;Action;Capcom
1166;Pro Evolution Soccer 2008;PS3;2007;Sports;Konami Digital Entertainment
1167;SoulCalibur IV;X360;2008;Fighting;Ubisoft
1168;LEGO Harry Potter: Years 1-4;X360;2010;Action;Warner Bros. Interactive Entertainment
1170;Wolfenstein: The New Order;PS4;2014;Shooter;Bethesda Softworks
1175;Need for Speed: Most Wanted;X360;2012;Racing;Electronic Arts
1182;Pro Evolution Soccer 2010;PS2;2009;Sports;Konami Digital Entertainment
1183;NCAA Football 2002;PS2;2001;Sports;Electronic Arts
1184;Conflict: Desert Storm;PS2;2002;Shooter;Gotham Games
1186;Pro Evolution Soccer 2013;PS3;2012;Sports;Konami Digital Entertainment
1187;Smuggler's Run;PS2;2000;Racing;Take-Two Interactive
1188;Fight Night Round 3;PS2;2006;Fighting;Electronic Arts
1191;Dark Souls III;PS4;2016;Role-Playing;Namco Bandai Games
1195;LEGO Marvel Super Heroes;PS4;2013;Action;Warner Bros. Interactive Entertainment
1196;Mafia II;X360;2010;Action;Take-Two Interactive
1197;Dishonored;PS3;2012;Action;Bethesda Softworks
1198;Stuntman;PS2;2002;Racing;Atari
1199;Tom Clancy's Rainbow Six 3;XB;2003;Shooter;Ubisoft
1201;BioShock 2;PS3;2010;Shooter;Take-Two Interactive
1204;Watch Dogs;XOne;2014;Action;Ubisoft
1205;Star Wars: The Force Unleashed II;PS3;2010;Action;LucasArts
1206;Ni no Kuni: Wrath of the White Witch;PS3;2011;Role-Playing;Namco Bandai Games
1210;Dead Rising 3;XOne;2013;Action;Microsoft Game Studios
1213;Dark Cloud;PS2;2000;Role-Playing;Sony Computer Entertainment
1215;Tom Clancy's Ghost Recon Advanced Warfighter;X360;2006;Shooter;Ubisoft
1217;MVP Baseball 2005;PS2;2005;Sports;Electronic Arts
1220;Fight Night Round 4;PS3;2009;Fighting;Electronic Arts
1226;FIFA 17;XOne;2016;Sports;Electronic Arts
1230;Dead Space 2;X360;2011;Shooter;Electronic Arts
1233;The Simpsons Skateboarding;PS2;2002;Sports;Electronic Arts
1239;Mafia II;PS3;2010;Action;Take-Two Interactive
1240;Call of Duty 3;PS3;2006;Shooter;Activision
1242;Pac-Man World 2;PS2;2002;Action;Namco Bandai Games
1243;Madden NFL 15;XOne;2014;Sports;Electronic Arts
1245;LEGO Star Wars III: The Clone Wars;X360;2011;Action;LucasArts
1251;The Simpsons Game;PS2;2007;Action;Electronic Arts
1254;Resistance 3;PS3;2011;Shooter;Sony Computer Entertainment
1255;Tokyo Xtreme Racer Zero;PS2;2000;Racing;Crave Entertainment
1258;Red Faction II;PS2;2002;Shooter;THQ
1260;Madden NFL 2001;PS2;2000;Sports;Electronic Arts
1265;Dead Rising 2;X360;2010;Action;Capcom
1266;Rock Band 2;PS3;2008;Misc;MTV Games
1270;Medal of Honor: Frontline;XB;2002;Shooter;Electronic Arts
1271;Madden NFL 09;PS2;2008;Sports;Electronic Arts
1274;Buzz! The BIG Quiz;PS2;2006;Misc;Sony Computer Entertainment
1275;007: Quantum of Solace;X360;2008;Action;Activision
1279;Dirge of Cerberus: Final Fantasy VII;PS2;2006;Shooter;Square Enix
1283;Mass Effect 2;PS3;2011;Role-Playing;Electronic Arts
1284;Major League Baseball 2K5;PS2;2005;Sports;Take-Two Interactive
1285;Fight Night 2004;PS2;2004;Fighting;Electronic Arts
1286;Tom Clancy's Splinter Cell: Pandora Tomorrow;XB;2004;Action;Ubisoft
1289;SoulCalibur IV;PS3;2008;Fighting;Ubisoft
1292;Fight Night Round 3;X360;2006;Fighting;Electronic Arts
1293;Metal Gear Rising: Revengeance;PS3;2013;Action;Konami Digital Entertainment
1295;Star Wars: The Force Unleashed II;X360;2010;Action;LucasArts
1301;Tom Clancy's Ghost Recon: Future Soldier;X360;2012;Shooter;Ubisoft
1302;Battlefield: Bad Company;X360;2008;Shooter;Electronic Arts
1303;Midway Arcade Treasures;PS2;2003;Misc;Midway Games
1306;Homefront;X360;2011;Shooter;THQ
1311;Mass Effect 3;PS3;2012;Role-Playing;Electronic Arts
1313;Medal of Honor: Warfighter;PS3;2012;Action;Electronic Arts
1317;Onimusha 3: Demon Siege;PS2;2004;Action;Capcom
1318;Diablo III;X360;2013;Role-Playing;Activision
1319;Batman: Arkham Knight;XOne;2015;Action;Warner Bros. Interactive Entertainment
1320;BioShock;PS3;2008;Shooter;Take-Two Interactive
1321;Red Dead Revolver;PS2;2004;Shooter;Take-Two Interactive
1323;Resident Evil: Outbreak;PS2;2003;Action;Capcom
1332;Tony Hawk's American Wasteland (Weekly american sales);PS2;2005;Sports;Activision
1335;SingStar Pop;PS2;2007;Misc;Sony Computer Entertainment
1339;Far Cry 4;PS3;2014;Shooter;Ubisoft
1340;WWE SmackDown vs Raw 2008;X360;2007;Fighting;THQ
1341;Kinect Joy Ride;X360;2010;Racing;Microsoft Game Studios
1343;Need for Speed Rivals;PS3;2013;Racing;Electronic Arts
1344;Tiger Woods PGA Tour 2005;PS2;2004;Sports;Electronic Arts
1345;Dead Space 2;PS3;2011;Shooter;Electronic Arts
1346;NCAA Football 2003;PS2;2002;Sports;Electronic Arts
1348;Disney Infinity;X360;2013;Action;Disney Interactive Studios
1350;Sonic's Ultimate Genesis Collection;X360;2009;Misc;Sega
1356;Cabela's Big Game Hunter;PS2;2002;Sports;Activision
1357;UFC Undisputed 2010;PS3;2010;Fighting;THQ
1358;NBA Live 06 (Weekly american sales);PS2;2005;Sports;Electronic Arts
1360;NFL Street;PS2;2004;Sports;Electronic Arts
1361;Sonic Generations;X360;2011;Platform;Sega
1364;Dead Space;X360;2008;Action;Electronic Arts
1367;Tomb Raider (2013);PS4;2014;Action;Square Enix
1370;Fight Night Round 4;X360;2009;Fighting;Electronic Arts
1372;Injustice: Gods Among Us;X360;2013;Fighting;Warner Bros. Interactive Entertainment
1373;Madden NFL 15;PS3;2014;Sports;Electronic Arts
1378;Gran Turismo 4 Prologue;PS2;2003;Racing;Sony Computer Entertainment
1379;Twisted Metal: Black;PS2;2001;Racing;Sony Computer Entertainment
1380;NASCAR 2005: Chase for the Cup;PS2;2004;Racing;Electronic Arts
1382;Spider-Man: The Movie;XB;2002;Action;Activision
1383;Need For Speed: Undercover;PS2;2008;Racing;Electronic Arts
1385;Far Cry 2;PS3;2008;Action;Ubisoft
1389;Colin McRae Rally 3;PS2;2002;Racing;Codemasters
1391;Doom (2016);PS4;2016;Shooter;Bethesda Softworks
1394;Deus Ex: Human Revolution;PS3;2011;Shooter;Square Enix
1397;Dynasty Warriors 5;PS2;2005;Action;Tecmo Koei
1399;WWE '13;PS3;2012;Action;THQ
1400;Deus Ex: Human Revolution;X360;2011;Shooter;Square Enix
1401;True Crime: Streets of LA;XB;2003;Action;Activision
1405;Titanfall;X360;2014;Shooter;Electronic Arts
1408;Dead Rising 2;PS3;2010;Action;Capcom
1412;Dave Mirra Freestyle BMX 2;PS2;2001;Sports;Acclaim Entertainment
1413;Need for Speed: The Run;X360;2011;Action;Electronic Arts
1414;LEGO Indiana Jones: The Original Adventures;PS2;2008;Action;LucasArts
1415;Assassin's Creed: Rogue;PS3;2014;Action;Ubisoft
1416;Ridge Racer 7;PS3;2006;Racing;Namco Bandai Games
1418;Forza Horizon 2;XOne;2014;Racing;Microsoft Game Studios
1419;MotorStorm: Pacific Rift;PS3;2008;Racing;Sony Computer Entertainment
1421;Star Wars Knights of the Old Republic II: The Sith Lords;XB;2004;Role-Playing;Activision
1422;LEGO Harry Potter: Years 1-4;PS3;2010;Action;Warner Bros. Interactive Entertainment
1424;NBA 2K15;PS3;2014;Sports;Take-Two Interactive
1425;Tom Clancy's Ghost Recon 2;XB;2004;Shooter;Ubisoft
1427;Burnout Paradise;X360;2008;Racing;Electronic Arts
1428;SingStar Abba;PS2;2008;Misc;Sony Computer Entertainment
1433;Ryse: Son of Rome;XOne;2013;Action;Microsoft Game Studios
1434;Dead to Rights;PS2;2002;Shooter;Electronic Arts
1436;Marvel vs. Capcom 3: Fate of Two Worlds;PS3;2011;Fighting;Capcom
1438;F1 2010;PS3;2010;Racing;Codemasters
1444;Alan Wake;X360;2010;Action;Microsoft Game Studios
1445;Battlefield: Bad Company;PS3;2008;Shooter;Electronic Arts
1446;Mortal Kombat X;XOne;2015;Fighting;Warner Bros. Interactive Entertainment
1447;Samurai Warriors;PS2;2004;Action;Electronic Arts
1448;The Simpsons: Hit & Run;XB;2003;Racing;Vivendi Games
1449;Devil May Cry 4;X360;2008;Action;Capcom
1450;Tom Clancy's Rainbow Six: Vegas 2;PS3;2008;Shooter;Ubisoft
1452;Crysis 2;X360;2011;Action;Electronic Arts
1454;SingStar Party;PS2;2004;Misc;Sony Computer Entertainment
1455;FIFA Soccer 08;X360;2007;Sports;Electronic Arts
1456;The ICO & Shadow of the Colossus Collection;PS3;2011;Adventure;Sony Computer Entertainment
1457;Test Drive;PS2;2002;Racing;Atari
1459;Lost Planet: Extreme Condition;X360;2006;Shooter;Capcom
1461;Doom 3;XB;2005;Shooter;Activision
1463;Need for Speed Carbon;PS2;2006;Racing;Electronic Arts
1464;Max Payne 2: The Fall of Max Payne;PS2;2003;Shooter;Take-Two Interactive
1466;MVP Baseball 2004;PS2;2004;Sports;Electronic Arts
1467;WWE SmackDown vs Raw 2008;PS3;2007;Fighting;THQ
1468;Ratchet & Clank: Up Your Arsenal (Weekly american sales);PS2;2004;Platform;Sony Computer Entertainment
1469;Your Shape: Fitness Evolved;X360;2010;Sports;Ubisoft
1470;Rage;PS3;2011;Shooter;Bethesda Softworks
1471;Skylanders SWAP Force;X360;2013;Platform;Activision
1472;NBA 2K14;PS4;2013;Sports;Take-Two Interactive
1479;UFC Undisputed 2010;X360;2010;Fighting;THQ
1480;Final Fantasy X / X-2 HD Remaster;PS3;2013;Role-Playing;Square Enix
1481;Corvette;PS2;2004;Racing;TDK Mediactive
1484;Middle-Earth: Shadow of Mordor;XOne;2014;Action;Warner Bros. Interactive Entertainment
1486;LEGO Batman: The Videogame;PS3;2008;Action;Warner Bros. Interactive Entertainment
1487;Dark Souls II;PS3;2014;Role-Playing;Namco Bandai Games
1489;Kingdom Hearts II;PS3;2014;Role-Playing;Square Enix
1490;The LEGO Movie Videogame;X360;2014;Action;Warner Bros. Interactive Entertainment
1493;NFL 2K3;PS2;2002;Sports;Atari
1496;MAG: Massive Action Game;PS3;2010;Shooter;Sony Computer Entertainment
1499;Skylanders Giants;X360;2012;Action;Activision
1502;IHRA Drag Racing 2;PS2;2002;Racing;Bethesda Softworks
1503;The Beatles: Rock Band;X360;2009;Misc;MTV Games
1504;Tekken 6;X360;2009;Fighting;Namco Bandai Games
1505;[Prototype];X360;2009;Action;Activision
1507;Madagascar;PS2;2005;Platform;Activision
1511;Turok: Evolution;PS2;2002;Shooter;Acclaim Entertainment
1514;Burnout 3: Takedown;XB;2004;Racing;Electronic Arts
1517;Crysis 2;PS3;2011;Action;Electronic Arts
1518;NBA Live 07;PS2;2006;Sports;Electronic Arts
1519;Saints Row IV;PS3;2013;Action;Deep Silver
1520;SingStar '80s;PS2;2005;Misc;Sony Computer Entertainment
1526;Rise of the Tomb Raider;XOne;2015;Adventure;Square Enix
1530;FIFA Street;PS3;2012;Sports;Electronic Arts
1532;Need for Speed: Most Wanted;X360;2005;Racing;Electronic Arts
1533;Tom Clancy's Rainbow Six: Siege;XOne;2015;Shooter;Ubisoft
1535;Transformers;PS2;2004;Shooter;Atari
1538;Valkyria Chronicles;PS3;2008;Role-Playing;Sega
1539;Midnight Club 3: DUB Edition (America weekly sales);PS2;2005;Racing;Take-Two Interactive
1540;Champions of Norrath;PS2;2004;Role-Playing;Sony Online Entertainment
1541;Watch Dogs;X360;2014;Action;Ubisoft
1543;Metal Gear Solid V: Ground Zeroes;PS4;2014;Action;Konami Digital Entertainment
1545;Assassin's Creed Syndicate;XOne;2015;Action;Ubisoft
1547;WWE '13;X360;2012;Action;THQ
1549;Manhunt;PS2;2003;Action;Take-Two Interactive
1551;Silent Hill 2;PS2;2001;Action;Konami Digital Entertainment
1552;Tomb Raider: Underworld;PS3;2008;Action;Eidos Interactive
1555;LEGO Batman: The Videogame;PS2;2008;Action;Warner Bros. Interactive Entertainment
1559;NBA 2K9;X360;2008;Sports;Take-Two Interactive
1560;WWE '12;X360;2011;Fighting;THQ
1561;Tony Hawk's Underground;XB;2003;Sports;Activision
1563;The Elder Scrolls Online;XOne;2015;Role-Playing;Bethesda Softworks
1565;.hack//Infection Part 1;PS2;2002;Role-Playing;Atari
1568;Jet Li: Rise to Honor;PS2;2004;Action;Sony Computer Entertainment
1577;Need for Speed Carbon;PS3;2006;Racing;Electronic Arts
1582;LEGO The Lord of the Rings;X360;2012;Action;Warner Bros. Interactive Entertainment
1584;SOCOM: U.S. Navy SEALs Confrontation;PS3;2008;Shooter;Sony Computer Entertainment
1586;Star Wars: The Force Unleashed;PS2;2008;Action;LucasArts
